PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
268,2025-04-30,16:44:02,3,1,"Barone, Cecil",1000365610,Right,OAK_GOL,"Herbert, Kaleb",1000188968,Right,TOL_ROC,Undefined,8,Top,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.89839,-2.835061,-2.263688,2003.385117,213.831598,1:15,6.30832,0.94879,5.88391,-18.39536,20.03509,12.49351,2.1384,-0.11335,77.68529,-6.348646,-0.022878,0.446179,,,,,,,,,,,,-7.04323,11.51402,-0.77295,50,6.06858,4.39145,-124.38511,-6.66385,-10.90127,27.75878,-14.35307,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,3b8e2600-260c-11f0-81bf-2b8ffec0f5bb,84.47827,,,8.2131,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,21:44:02,2025-04-30T16:44:02.1699584-05:00,2025-04-30T21:44:02.1699584Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,015bedfa-ac31-469a-b740-d6d4b11651e4,54.61276,-125.4103,13.87939,6.30491,-6.13376,-7.17654,-0.94257,4.79406,-5.45064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
269,2025-04-30,16:44:20,3,2,"Barone, Cecil",1000365610,Right,OAK_GOL,"Herbert, Kaleb",1000188968,Right,TOL_ROC,Undefined,8,Top,1,0,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.88544,-1.514969,-2.905662,2571.674194,41.539049,7:30,6.07382,1.19041,5.20703,-64.42417,-11.63512,-12.11764,-0.72179,-2.5544,67.98064,-13.081034,-5.060255,0.52293,,,,,,,,,,,,5.04197,-4.85705,-0.91162,50,5.88456,5.95124,-108.28102,-5.02025,5.78667,24.7718,-37.74847,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,467178b0-260c-11f0-81bf-2b8ffec0f5bb,72.07938,,,6.9048,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,21:44:20,2025-04-30T16:44:20.4096512-05:00,2025-04-30T21:44:20.4096512Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,edd5436d-34d3-452b-9915-1eef5967220f,55.29501,-109.48567,12.3859,6.08406,-3.18454,-18.87423,-1.19419,5.66983,2.89334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
270,2025-04-30,16:44:57,3,3,"Barone, Cecil",1000365610,Right,OAK_GOL,"Herbert, Kaleb",1000188968,Right,TOL_ROC,Undefined,8,Top,1,1,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Sacrifice,1,1,,85.3917,-3.456553,-1.979543,2060.093808,212.536329,1:00,6.29233,1.0662,5.95707,-18.51588,20.07072,11.95201,1.53803,0.2257,77.74152,-6.976047,0.167902,0.447085,89.61774,43.657294,7.695561,,107.47903,94.10823,23.41454,252.37461,246.79749,16.893875,5.506337,-6.76319,11.75119,-0.91575,50,6.00707,3.80399,-123.72938,-7.98722,-10.40916,26.3379,-14.08793,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,5c78f7a0-260c-11f0-81bf-2b8ffec0f5bb,84.30717,109.49572,,7.65018,,,,2.28158,1.8039,-0.20592,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,21:44:57,2025-04-30T16:44:57.4277632-05:00,2025-04-30T21:44:57.4277632Z,FlyBall,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,bd18f34e-0e0f-49fe-ae75-c85a650429cf,54.54296,-124.69268,13.16895,6.28978,-7.47196,-7.04397,-1.06184,4.1847,-5.20458,202.458948,2.30117,93.86371,-22.80317,4.00476,0.3669,-0.44607,0.11199,-0.01227,0.00051,1.80455,90.70675,-22.3223,1.41356,0.21245,-0.22258,0.06883,-0.00955,0.0005,-0.20794,12.76783,3.60574,-1.9172,0.53058,-0.11717,0.02289,-0.00298,0.00016,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
271,2025-04-30,16:45:37,4,1,"Barone, Cecil",1000365610,Right,OAK_GOL,"Konczak, Caden",1000236670,Left,TOL_ROC,Undefined,8,Top,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.35644,-3.306594,-1.388512,2055.234204,218.048263,1:15,6.16127,1.21329,5.88061,-18.28363,18.41576,13.48544,1.56247,1.04731,80.05203,-6.755799,1.032046,0.436015,,,,,,,,,,,,-7.27973,10.70091,-1.1089,50,5.88328,2.51254,-126.6942,-7.85478,-11.83725,25.78234,-14.77379,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,74304970-260c-11f0-81bf-2b8ffec0f5bb,86.44766,,,7.3044,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,21:45:37,2025-04-30T16:45:37.1912192-05:00,2025-04-30T21:45:37.1912192Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,a37abb8a-5e89-4372-b23b-37249801f919,54.61929,-127.63077,12.89117,6.15887,-7.31811,-7.3869,-1.20798,2.94254,-5.91862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
272,2025-04-30,16:45:52,4,2,"Barone, Cecil",1000365610,Right,OAK_GOL,"Konczak, Caden",1000236670,Left,TOL_ROC,Undefined,8,Top,2,1,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,86.30299,-2.879711,-1.676169,2066.998451,213.977879,1:15,6.13809,1.21232,5.86276,-18.81804,18.7519,11.82906,1.89123,0.64045,79.12805,-6.430486,0.445853,0.441155,62.87812,-51.047742,-3.737854,,,,,2.79311,2.79311,-15.374984,0.025922,-6.52319,10.75449,-1.08338,50,5.89341,3.1834,-125.21047,-6.84848,-10.36982,24.9593,-15.07779,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,7d2a1ba0-260c-11f0-81bf-2b8ffec0f5bb,85.44026,1.86545,,7.17494,,,,1.18832,1.86545,-0.64224,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,21:45:52,2025-04-30T16:45:52.2555392-05:00,2025-04-30T21:45:52.2555392Z,GroundBall,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,4645d514-8e73-4834-bcb1-fcc8ed2cb0c6,54.63751,-126.13152,12.47965,6.13587,-6.29208,-7.53889,-1.20791,3.56606,-5.18491,,1.18749,58.05157,,,,,,,,1.86648,-71.96306,,,,,,,,-0.64219,-3.79254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
273,2025-04-30,16:47:57,1,1,"McCune, Brennan",1000236667,Right,TOL_ROC,"Griffith, Sam",1000102182,Right,OAK_GOL,Undefined,8,Bottom,0,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.75993,-3.566965,-2.630678,1865.601157,211.674407,1:00,6.42683,1.01227,5.19801,-19.86407,19.28808,11.10953,1.40846,-0.53814,78.5788,-7.260913,-0.663972,0.450349,,,,,,,,,,,,-6.27618,10.99489,-0.77711,50,6.08099,5.21635,-124.12002,-8.39499,-9.80365,24.53838,-14.99966,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,c7397560-260c-11f0-81bf-2b8ffec0f5bb,83.69605,,,7.18113,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,21:47:57,2025-04-30T16:47:56.5188608-05:00,2025-04-30T21:47:56.5188608Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,f885eb35-620c-4098-8b75-d059b7718758,55.30176,-125.16379,12.26919,6.42451,-7.75697,-7.49983,-1.00786,5.63335,-4.90183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
274,2025-04-30,16:48:13,1,2,"McCune, Brennan",1000236667,Right,TOL_ROC,"Griffith, Sam",1000102182,Right,OAK_GOL,Undefined,8,Bottom,0,1,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.51113,-1.987753,-4.51239,1916.601494,209.238708,1:00,6.35721,1.02913,5.37512,-19.03666,20.23694,10.59438,2.90071,-2.32726,77.9312,-5.571095,-2.638188,0.451047,,,,,,,,,,,,-6.54516,11.08064,-0.63164,50,6.1654,9.29182,-123.64251,-4.88445,-10.12347,24.84552,-15.03547,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,d0bb8a60-260c-11f0-81bf-2b8ffec0f5bb,83.56654,,,7.57993,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,21:48:13,2025-04-30T16:48:12.6248448-05:00,2025-04-30T21:48:12.6248448Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,b3e26aee-2e22-435e-b5ca-998a5ef35048,55.12261,-124.66763,12.42276,6.35413,-4.26409,-7.51773,-1.02363,9.70951,-5.06174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
275,2025-04-30,16:48:29,1,3,"McCune, Brennan",1000236667,Right,TOL_ROC,"Griffith, Sam",1000102182,Right,OAK_GOL,Undefined,8,Bottom,0,2,0,Fastball,Changeup,InPlay,Undefined,LineDrive,Out,1,0,,86.09789,-2.648633,-2.698836,1894.846357,209.900347,1:00,6.38206,0.91681,5.2458,-17.17336,21.61462,11.6893,2.45727,-0.64728,78.58543,-5.888424,-0.628673,0.44825,87.43303,22.524109,-12.691971,2099.053585,106.31521,38.4749,-28.23164,315.0896,300.37822,-19.459171,3.845675,-6.63138,11.95001,-0.67795,50,6.12628,5.36928,-124.70126,-6.3052,-10.43082,25.32748,-13.37732,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,da748de0-260c-11f0-81bf-2b8ffec0f5bb,84.08801,45.83484,,7.51245,,,,1.47569,2.49477,0.63599,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,21:48:29,2025-04-30T16:48:28.7813120-05:00,2025-04-30T21:48:28.7813120Z,LineDrive,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,73b97732-3888-4dd9-bdf8-99145f99cc13,55.25434,-125.76391,12.66374,6.37905,-5.74393,-6.68866,-0.9124,5.80692,-5.21541,145.500765,1.47576,115.55902,-18.87586,4.25029,-0.96441,0.24017,-0.06147,0.01084,-0.0008,2.49522,49.10712,-14.43038,-0.06151,0.46657,-0.27244,0.09363,-0.01633,0.00111,0.636,-26.02599,-2.32444,1.33421,-0.4298,0.09875,-0.01674,0.00176,-8.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
276,2025-04-30,16:48:59,2,1,"McCune, Brennan",1000236667,Right,TOL_ROC,"Rice, Trent",804062,Right,OAK_GOL,Undefined,8,Bottom,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,80.87945,0.737641,-0.777791,1920.42594,195.144997,12:30,6.4868,0.8954,5.20428,-37.17089,6.44843,1.39083,4.08309,0.27974,74.36427,-6.054299,-0.531252,0.475347,,,,,,,,,,,,-0.89835,3.43087,-0.82449,50,6.52715,1.53627,-117.42697,0.20692,-1.26055,21.20636,-27.35986,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,ec5c2450-260c-11f0-81bf-2b8ffec0f5bb,79.29458,,,6.51519,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,21:48:59,2025-04-30T16:48:58.9493760-05:00,2025-04-30T21:48:58.9493760Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,34b320fd-b281-4516-a9e2-158e84a2cf28,55.29546,-118.37942,10.60318,6.49026,1.43574,-13.67993,-0.89476,1.59288,-0.63027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
277,2025-04-30,16:49:10,2,2,"McCune, Brennan",1000236667,Right,TOL_ROC,"Rice, Trent",804062,Right,OAK_GOL,Undefined,8,Bottom,1,1,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.80225,-0.876911,-0.626353,2000.587867,210.151935,1:00,6.4235,0.79951,5.16664,-36.45577,7.54646,3.56725,2.56009,0.50725,74.11975,-7.530774,0.006161,0.477429,,,,,,,,,,,,-1.95118,4.43835,-0.74395,50,6.31408,1.13249,-117.23525,-3.07218,-2.71363,22.30689,-26.00136,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,f340ab10-260c-11f0-81bf-2b8ffec0f5bb,78.94879,,,6.6825,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,21:49:10,2025-04-30T16:49:10.4960000-05:00,2025-04-30T21:49:10.4960000Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,2b20cea3-e3f5-4392-b132-46b77e50207f,55.33235,-118.24551,11.15345,6.42656,-1.8946,-13.00068,-0.79802,1.25538,-1.35681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
278,2025-04-30,16:49:23,2,3,"McCune, Brennan",1000236667,Right,TOL_ROC,"Rice, Trent",804062,Right,OAK_GOL,Undefined,8,Bottom,1,1,1,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.87589,0.657445,-0.997499,2092.819373,75.215997,8:30,6.58134,0.71691,5.10267,-47.40908,-0.12083,-5.85469,3.2502,-0.71099,71.80364,-7.928347,-2.034066,0.494935,,,,,,,,,,,,2.64232,0.20496,-0.61802,50,6.60619,2.20515,-113.06155,-0.36998,3.43101,20.00431,-31.90789,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,fac5b790-260c-11f0-81bf-2b8ffec0f5bb,76.15638,,,6.07225,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,21:49:23,2025-04-30T16:49:23.1241216-05:00,2025-04-30T21:49:23.1241216Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,56cb6c52-ff2c-49ff-b43c-b51077b9f68b,55.39842,-114.0127,10.00216,6.58771,1.14716,-15.95394,-0.719,2.04201,1.71551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
279,2025-04-30,16:49:38,2,4,"McCune, Brennan",1000236667,Right,TOL_ROC,"Rice, Trent",804062,Right,OAK_GOL,Undefined,8,Bottom,1,1,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,79.73469,-1.275766,-2.774172,2059.285351,78.607465,8:30,6.45768,0.70218,4.97491,-45.35841,0.42831,-5.24158,1.47123,-2.35691,73.26849,-9.443959,-3.699264,0.487014,,,,,,,,,,,,1.79658,0.99752,-0.42953,50,6.29713,5.81399,-115.50405,-4.22028,2.41476,22.53111,-30.83329,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,037adfa0-260d-11f0-81bf-2b8ffec0f5bb,77.39505,,,6.4662,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,21:49:38,2025-04-30T16:49:37.5650816-05:00,2025-04-30T21:49:37.5650816Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,12c4f5d3-560a-47d0-b6c7-446688440c14,55.52583,-116.57697,11.26555,6.46314,-2.752,-15.41665,-0.70365,5.699,1.20738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
280,2025-04-30,16:49:58,2,5,"McCune, Brennan",1000236667,Right,TOL_ROC,"Rice, Trent",804062,Right,OAK_GOL,Undefined,8,Bottom,1,2,2,Fastball,Slider,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,83.26066,-2.419521,-1.855164,2011.737439,194.678647,12:30,6.37048,0.68959,5.34205,-36.61085,4.28744,0.81209,1.04727,-0.98368,77.29044,-9.05139,-1.710669,0.460282,,,,,,,,,,,,-0.88476,3.11004,-0.52287,50,6.1256,3.88079,-120.83796,-6.41143,-1.31858,21.79768,-27.5391,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,0f5bf340-260d-11f0-81bf-2b8ffec0f5bb,81.88989,,,5.97023,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,21:49:58,2025-04-30T16:49:57.5060992-05:00,2025-04-30T21:49:57.5060992Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,205638a0-6d40-4b20-ac9a-44e6235b20d6,55.15993,-121.76519,10.89884,6.37342,-5.23997,-13.76955,-0.68914,3.93688,-0.65929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
281,2025-04-30,16:50:22,2,6,"McCune, Brennan",1000236667,Right,TOL_ROC,"Rice, Trent",804062,Right,OAK_GOL,Undefined,8,Bottom,1,2,2,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,87.38033,-1.521923,-2.044196,1983.328891,211.786091,1:00,6.37774,0.91264,5.35447,-20.01666,17.97867,10.26359,3.28105,-0.1501,78.57394,-5.306655,-0.221421,0.443646,93.82302,33.212148,-2.420807,3792.00289,109.96327,70.64072,-2.84143,312.39285,304.60763,-0.173267,5.315726,-5.82091,9.91938,-0.73634,50,6.22712,4.05709,-126.49912,-4.00142,-9.27202,29.88839,-16.37366,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,1df59730-260d-11f0-81bf-2b8ffec0f5bb,84.96065,95.45227,,8.80639,,,,1.32698,3.3547,0.12283,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,21:50:22,2025-04-30T16:50:22.0512256-05:00,2025-04-30T21:50:22.0512256Z,FlyBall,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,afbca20a-e225-470e-8c9f-9340e46e6a18,55.14292,-127.70847,14.94419,6.37562,-3.3389,-8.18683,-0.90809,4.43226,-4.63601,185.688936,1.32911,114.98844,-26.65085,6.6274,-1.42379,0.27937,-0.0454,0.00481,-0.00023,3.35619,75.33551,-16.48008,0.06177,0.45575,-0.22109,0.05322,-0.00638,0.0003,0.12242,-4.8548,2.79151,-0.87391,0.21089,-0.0403,0.00551,-0.00047,2.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
282,2025-04-30,16:50:54,3,1,"McCune, Brennan",1000236667,Right,TOL_ROC,"Pollock, Liam",1000124892,Left,OAK_GOL,Undefined,8,Bottom,2,0,0,Fastball,Four-Seam,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,87.46189,-2.908682,-1.727205,1905.052878,206.277469,1:00,6.35231,0.83684,5.39879,-18.5271,19.1343,8.78619,2.07903,-0.05005,79.27335,-6.403159,-0.16493,0.441692,,,,,,,,,,,,-4.95386,10.90445,-0.68921,50,6.08015,3.43153,-126.62928,-7.01636,-7.96324,28.27116,-14.6454,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,3148f2a0-260d-11f0-81bf-2b8ffec0f5bb,85.33646,,,8.18854,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,21:50:54,2025-04-30T16:50:54.4423424-05:00,2025-04-30T21:50:54.4423424Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,397a7b35-af5e-46f2-9200-c6e65883fa13,55.09963,-127.76274,14.13558,6.34968,-6.42919,-7.3227,-0.83319,3.75079,-3.98162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
283,2025-04-30,16:51:10,3,2,"McCune, Brennan",1000236667,Right,TOL_ROC,"Pollock, Liam",1000124892,Left,OAK_GOL,Undefined,8,Bottom,2,0,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,88.67892,-3.0387,-1.142423,1939.220924,193.152963,12:30,6.29934,0.92625,5.48362,-13.09654,23.36513,5.15965,2.36162,0.28719,80.37184,-5.571016,-0.22369,0.4346,,,,,,,,,,,,-2.9365,13.05201,-0.82964,50,6.02414,2.32986,-128.42775,-7.15985,-4.86348,28.66843,-10.5569,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,3a7aebd0-260d-11f0-81bf-2b8ffec0f5bb,86.72905,,,8.30709,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,21:51:10,2025-04-30T16:51:09.8630144-05:00,2025-04-30T21:51:09.8630144Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,820af116-9580-41bd-91af-c6bbb6d70e10,55.01393,-129.54215,14.33422,6.29448,-6.74948,-5.27845,-0.92388,2.51892,-2.43174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
284,2025-04-30,16:51:23,3,3,"McCune, Brennan",1000236667,Right,TOL_ROC,"Pollock, Liam",1000124892,Left,OAK_GOL,Undefined,8,Bottom,2,0,2,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,86.79545,0.455302,-0.856088,1943.204088,211.534838,1:00,6.26389,1.0676,5.44221,-19.20414,18.62363,10.67398,5.08993,1.15544,78.90666,-3.174813,1.043131,0.442667,,,,,,,,,,,,-5.58945,9.59127,-0.99939,50,6.29125,1.4102,-125.94039,0.405,-8.94872,26.33403,-16.81845,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,423debb0-260d-11f0-81bf-2b8ffec0f5bb,85.14858,,,7.88879,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,21:51:23,2025-04-30T16:51:23.0912000-05:00,2025-04-30T21:51:23.0912000Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,7d696e07-1939-4bc9-934b-d474ba523fb7,55.05573,-126.99314,13.16701,6.26162,1.07735,-8.40922,-1.06291,1.76794,-4.47436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
285,2025-04-30,16:51:35,3,4,"McCune, Brennan",1000236667,Right,TOL_ROC,"Pollock, Liam",1000124892,Left,OAK_GOL,Undefined,8,Bottom,2,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.37008,-0.614167,0.009718,1901.734269,214.480134,1:15,6.33783,0.98231,5.26761,-18.86666,17.63505,11.34071,4.18864,1.9365,80.94266,-4.144769,2.021403,0.434839,,,,,,,,,,,,-5.64414,9.31615,-0.99175,50,6.2681,-0.53873,-128.29656,-2.00262,-9.43928,25.7001,-16.59369,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,499817a0-260d-11f0-81bf-2b8ffec0f5bb,86.68145,,,7.42741,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,21:51:35,2025-04-30T16:51:35.3950208-05:00,2025-04-30T21:51:35.3950208Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,569915c8-993b-4320-85b6-d1cdf0aadfed,55.23132,-129.34024,12.85005,6.33575,-1.32875,-8.29685,-0.97766,-0.1554,-4.71964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
